date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:38:19	305760/305760	---M--	200	added ('OK')	image/webp	etag:%22b85f1a7090dd0061f673927a7f831ec6%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/f2187d37-0485-4e8a-94cb-e6ef4e9e5543/desc-2.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/f2187d37-0485-4e8a-94cb-e6ef4e9e5543/desc-2.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:20	264366/264366	---M--	200	added ('OK')	image/webp	etag:%22a4120cefc75695e730f81e7f31054e53%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/cb66bd38-83ed-4173-a803-33c1bfe92c78/desc-3.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/cb66bd38-83ed-4173-a803-33c1bfe92c78/desc-3.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:20	222058/222058	---M--	200	added ('OK')	image/webp	etag:%22f384066618aa8075d789c56a09e78028%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/6a2756e9-8ae1-48cb-9c3f-4a394a70916e/desc-4.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/6a2756e9-8ae1-48cb-9c3f-4a394a70916e/desc-4.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:20	221500/221500	---M--	200	added ('OK')	image/webp	etag:%22209a2d667b0364df02ba75820f4dee0a%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/e7855079-0a19-4e79-a007-fda5789f7772/desc-5.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/e7855079-0a19-4e79-a007-fda5789f7772/desc-5.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:21	225372/225372	---M--	200	added ('OK')	image/webp	etag:%228a63ade70c97e9a47b4e596e089e5ea5%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/66ab7a87-ed21-4a1a-a53e-8498f0db56fb/desc-6.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/66ab7a87-ed21-4a1a-a53e-8498f0db56fb/desc-6.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:21	194784/194784	---M--	200	added ('OK')	image/webp	etag:%22d7c2d37568184e0c90f382b973627bbf%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/799ec1f6-1e46-4dd4-88c3-d6510bf31dfa/desc-7.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/799ec1f6-1e46-4dd4-88c3-d6510bf31dfa/desc-7.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:21	233338/233338	---M--	200	added ('OK')	image/webp	etag:%2239f5c4c2813004bd3c59a0fd337f28d1%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/85fa7316-f41d-474f-91b5-5bd45080967d/desc-8.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/85fa7316-f41d-474f-91b5-5bd45080967d/desc-8.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:22	201264/201264	---M--	200	added ('OK')	image/webp	etag:%22c2666c9b2f4675763f94e3a91815a678%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/67db54e4-c184-4914-8725-29c4e890e210/desc-9.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/67db54e4-c184-4914-8725-29c4e890e210/desc-9.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:22	319106/319106	---M--	200	added ('OK')	image/webp	etag:%22b4224adca5b0af90785e84a75b7534e6%22	https://tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/dff0e65f-b4fc-43f5-8d56-90a9460c102f/desc-10.webp	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/promotiktok.b-cdn.net/media/dff0e65f-b4fc-43f5-8d56-90a9460c102f/desc-10.webp	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:23	22597/22597	---MCZ	200	added ('OK')	text/html	etag:W/%227d739f976385dc923d39fcb1c5993b20%22	https://tlktokbrazil.vercel.app/checkout	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/checkout.html	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:23	1066/1066	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d4cc03decb5468179251c61447f482ad%22	https://tlktokbrazil.vercel.app/assets/jsx-runtime-DUAcabCT.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/jsx-runtime-DUAcabCT.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:23	7527/7527	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ed66aba26e2996a34e9aa65f944d89bf%22	https://tlktokbrazil.vercel.app/assets/react-DEX2qfRi.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/react-DEX2qfRi.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:23	3574/3574	---MCZ	200	added ('OK')	application/javascript	etag:W/%220befcead89da4ffa2908b84beabc1069%22	https://tlktokbrazil.vercel.app/assets/react-dom-CN3QtmN-.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/react-dom-CN3QtmN-.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:24	35667/35667	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c5f2570ca4592db1b22852b10bb5fa8f%22	https://tlktokbrazil.vercel.app/assets/createServerFn-Bly2lcL9.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/createServerFn-Bly2lcL9.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:24	19126/19126	---MCZ	200	added ('OK')	application/javascript	etag:W/%2208d01c5b330872a54dcda9a231202c56%22	https://tlktokbrazil.vercel.app/assets/useStore-CNDzBXFx.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/useStore-CNDzBXFx.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:24	60/60	---M--	200	added ('OK')	application/javascript	etag:%221be7ca377dcb552ff7dd1df795ecf760%22	https://tlktokbrazil.vercel.app/assets/invariant-DEEwAagU.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/invariant-DEEwAagU.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:25	507/507	---M--	200	added ('OK')	application/javascript	etag:%22d75cb540b97aebbc3c1722c9a9c93fd7%22	https://tlktokbrazil.vercel.app/assets/qss-B4cMWIbE.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/qss-B4cMWIbE.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:25	190/190	---M--	200	added ('OK')	application/javascript	etag:%223593047588a0fdd65869134cbc80b6cb%22	https://tlktokbrazil.vercel.app/assets/matchContext-CmqEGruE.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/matchContext-CmqEGruE.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:25	500/500	---M--	200	added ('OK')	application/javascript	etag:%2242befb2b7bcb6c1739e1ae6a859bbe63%22	https://tlktokbrazil.vercel.app/assets/redirect-Dhm19zUi.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/redirect-Dhm19zUi.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:26	4450/4450	---MCZ	200	added ('OK')	application/javascript	etag:W/%2223c8aa7e12c99d5270e7455d4c2a22f6%22	https://tlktokbrazil.vercel.app/assets/link-CeT6ilhB.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/link-CeT6ilhB.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:26	179/179	---M--	200	added ('OK')	application/javascript	etag:%2233c717f62a9ebc13108b442bc7452153%22	https://tlktokbrazil.vercel.app/assets/useRouter-9HqhFZyA.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/useRouter-9HqhFZyA.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:26	256/256	---M--	200	added ('OK')	application/javascript	etag:%228de0b9665f5e4b1872cc89626fbfdd5f%22	https://tlktokbrazil.vercel.app/assets/useNavigate-TaZ00Fl_.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/useNavigate-TaZ00Fl_.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:27	1458/1458	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ddece326771b6ad2cf5d8e67a32a30fc%22	https://tlktokbrazil.vercel.app/assets/toast-BnODFSl5.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/toast-BnODFSl5.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:27	1196/1196	---MCZ	200	added ('OK')	application/javascript	etag:W/%227d0daf8c146c057015a6f463d2110afa%22	https://tlktokbrazil.vercel.app/assets/preload-helper-Czpn1I53.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/preload-helper-Czpn1I53.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:27	3061/3061	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a6df1aa87bcbf8ae0fed49f58a5c8387%22	https://tlktokbrazil.vercel.app/assets/icon-grid-selector.png.asset-B2e8MckO.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/icon-grid-selector.png.asset-B2e8MckO.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:28	124/124	---M--	200	added ('OK')	application/javascript	etag:%22762a42ace6e00f7fabc48790c376fa17%22	https://tlktokbrazil.vercel.app/assets/check-BH4O4BIM.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/check-BH4O4BIM.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:28	130/130	---M--	200	added ('OK')	application/javascript	etag:%2290c70a0eb251dc9848e718abc4fa7215%22	https://tlktokbrazil.vercel.app/assets/chevron-left-4dmNjgPM.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/chevron-left-4dmNjgPM.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:29	130/130	---M--	200	added ('OK')	application/javascript	etag:%223e10cb2f47a8b167ea9ba11939e372ab%22	https://tlktokbrazil.vercel.app/assets/chevron-right--biEaSZ4.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/chevron-right--biEaSZ4.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:29	418/418	---M--	200	added ('OK')	application/javascript	etag:%224bf79efad63b1ff170b30431dd358c53%22	https://tlktokbrazil.vercel.app/assets/thumbs-up-DUaAoGws.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/thumbs-up-DUaAoGws.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:29	36179/36179	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c51739493cc048bdbc21e7f6c6674bcc%22	https://tlktokbrazil.vercel.app/assets/reviews-CI2IUjBU.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/reviews-CI2IUjBU.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:30	259/259	---M--	200	added ('OK')	application/javascript	etag:%22c86574bb3101e62e5b50f9aec3bddb6d%22	https://tlktokbrazil.vercel.app/assets/map-pin-6HbCRsg4.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/map-pin-6HbCRsg4.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:30	372/372	---M--	200	added ('OK')	application/javascript	etag:%2237fe6ccb464d96b533919b6c430156bc%22	https://tlktokbrazil.vercel.app/assets/package-41CfLOtP.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/package-41CfLOtP.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:30	292/292	---M--	200	added ('OK')	application/javascript	etag:%22e65d41fd269ba531c3a43598fe3c8ee1%22	https://tlktokbrazil.vercel.app/assets/shopping-cart-BiNqsZhD.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/shopping-cart-BiNqsZhD.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:31	472/472	---M--	200	added ('OK')	application/javascript	etag:%227e95f8c54cf0434c4e5c58af54553e9d%22	https://tlktokbrazil.vercel.app/assets/star-DrqH6EvS.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/star-DrqH6EvS.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:31	321/321	---M--	200	added ('OK')	application/javascript	etag:%223e8b704d7b3d99e9a46d02b1e6697756%22	https://tlktokbrazil.vercel.app/assets/ticket-BEcFG5Zr.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/ticket-BEcFG5Zr.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:31	154/154	---M--	200	added ('OK')	application/javascript	etag:%2281196f6cea70e64d9d67adb931e754ad%22	https://tlktokbrazil.vercel.app/assets/x-BjE_aFJS.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/x-BjE_aFJS.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:32	262/262	---M--	200	added ('OK')	application/javascript	etag:%22f998c8b864ab59365c4b584ea403f2f9%22	https://tlktokbrazil.vercel.app/assets/zap-t6RsRtma.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/zap-t6RsRtma.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:32	434/434	---M--	200	added ('OK')	application/javascript	etag:%22c4ecf6ab71ed6ca2e9ac0d2fde45c4a0%22	https://tlktokbrazil.vercel.app/assets/phone-frame-CqbWzOAl.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/phone-frame-CqbWzOAl.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:33	1745/1745	---MCZ	200	added ('OK')	application/javascript	etag:W/%227fc94569004f68d5d816dbcd14d7960a%22	https://tlktokbrazil.vercel.app/assets/sheet-BQKguzuz.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/sheet-BQKguzuz.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:33	820/820	---M--	200	added ('OK')	application/javascript	etag:%22ab05b3ea233ee2d358a38e12b34760c6%22	https://tlktokbrazil.vercel.app/assets/order-store-DlBJYWPC.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/order-store-DlBJYWPC.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:33	764/764	---M--	200	added ('OK')	application/javascript	etag:%22d6eb5cb71f2ea9622d92439ee0b82ed1%22	https://tlktokbrazil.vercel.app/assets/use-countdown-j_Ub-kLE.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/use-countdown-j_Ub-kLE.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:34	166/166	---M--	200	added ('OK')	application/javascript	etag:%22c9891c3dda4cae4fe235d48fab2d28b8%22	https://tlktokbrazil.vercel.app/assets/delivery-window-BxLE_tRw.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/delivery-window-BxLE_tRw.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:34	1601/1601	---MCZ	200	added ('OK')	application/javascript	etag:W/%22029283a28d3f8cb783b1eab11b022129%22	https://tlktokbrazil.vercel.app/assets/rav20.jpg.asset-CMjzhIzc.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/rav20.jpg.asset-CMjzhIzc.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:34	411/411	---M--	200	added ('OK')	application/javascript	etag:%2254d9fd325b8bc16089ca9551a0c03ce3%22	https://tlktokbrazil.vercel.app/assets/rav14.jpg.asset-TvKM2X1J.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/rav14.jpg.asset-TvKM2X1J.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:35	2041/2041	---MCZ	200	added ('OK')	application/javascript	etag:W/%22af4d917ca76081bd11722aa41b06b872%22	https://tlktokbrazil.vercel.app/assets/product-config-BNroLOBZ.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/product-config-BNroLOBZ.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
02:38:35	11685/11685	---MCZ	200	added ('OK')	application/javascript	etag:W/%227120dd96c7a3e9d8b581c9c1d0dd75a6%22	https://tlktokbrazil.vercel.app/assets/w3-CtoJsgVE.js	C:/Users/mendo/OneDrive/%c3%81rea%20de%20Trabalho/bike%20eletrica/bike%20eletrica/tlktokbrazil.vercel.app/assets/w3-CtoJsgVE.js	(from https://tlktokbrazil.vercel.app/ferramenta?catalog_sku=71982339-2023-0169%26utm_source=tiktok%26utm_medium=catalog%26utm_campaign=cat_c4354c89%26utm_content=fc0e3e23%26utm_term=user_13)
